Pair	K562_Ctcf_E	K562_Dnase1_E	K562_H3k27ac_E	K562_H3k27me3_E	K562_H3k36me3_E	K562_H3k4me2_E	K562_H3k9ac_E	K562_H4k20me1_E	K562_Rad21_E	K562_Tbp_E	K562_Ctcf_P	K562_Dnase1_P	K562_H3k27ac_P	K562_H3k27me3_P	K562_H3k36me3_P	K562_H3k4me2_P	K562_H3k9ac_P	K562_H4k20me1_P	K562_Rad21_P	K562_Tbp_P	K562_Correlation	K562_Exp	Class
chr5_142250469_142252650-chr5_142144652_142155937	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0.0656843	0.001462	0
chr5_142258618_142259026-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_142312950_142314868-chr5_142018169_142028310	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.5e-05	0
chr5_55852063_55855536-chr5_56108372_56117355	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-9.28687e-17	0.18302	0
chr5_55884580_55887149-chr5_55901743_55902127	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000253	0
chr5_55884580_55887149-chr5_56178589_56186269	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.18302	0
chr5_55927987_55936759-chr5_55901743_55902127	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000253	0
chr5_55966442_55973082-chr5_56108372_56117355	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.447633	0.18302	0
chr5_55982828_55986066-chr5_56108372_56117355	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.447633	0.18302	0
chr5_56055416_56055601-chr5_56178589_56186269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.40162e-17	0.18302	0
chr5_56058426_56061658-chr5_56200128_56206898	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.240887	0.244095	0
chr5_56117355_56119232-chr5_56242557_56249565	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1.44087e-16	0.293055	0
chr5_56142867_56148379-chr5_56108372_56117355	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	-0.447633	0.18302	0
chr5_56207595_56217885-chr5_55901743_55902127	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.175675	0.000253	0
chr5_56219625_56220723-chr5_56242557_56249565	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0.134094	0.293055	0
chr5_56278991_56286818-chr5_56178589_56186269	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.150064	0.18302	0
chr5_56288828_56301660-chr5_56178589_56186269	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.200863	0.18302	0
chr6_108264704_108268849-chr6_108385601_108396452	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0.322706	0.452859	0
chr6_108431531_108431778-chr6_108483640_108493519	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.99197	0.452859	0
chr6_108431830_108434606-chr6_108278126_108285112	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.444852	0.894997	0
chr6_108473689_108476234-chr6_108278126_108285112	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	-0.309305	0.894997	0
chr6_108507370_108511220-chr6_108573333_108582304	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.284331	6.25962	0
chr6_108522142_108528826-chr6_108483640_108493519	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	9.27789e-17	0.452859	0
chr6_108530086_108532022-chr6_108483640_108493519	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.12593	0.452859	0
chr6_108541235_108547883-chr6_108573333_108582304	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.0312937	6.25962	0
chr6_108548522_108548604-chr6_108483640_108493519	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.12593	0.452859	0
chr6_108630326_108631322-chr6_108573333_108582304	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2.07695e-16	6.25962	0
chr6_108686538_108687587-chr6_108573333_108582304	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.609491	6.25962	0
chr6_108725577_108730237-chr6_108573333_108582304	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2.07695e-16	6.25962	0
chr6_108746188_108747606-chr6_108483640_108493519	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	9.27789e-17	0.452859	0
chr6_108761134_108764491-chr6_108573333_108582304	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	2.07695e-16	6.25962	0
chr6_41327925_41344305-chr6_41532231_41533943	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0.364768	0.034965	0
chr6_41327925_41344305-chr6_41770803_41786200	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	-0.791726	0.277992	0
chr6_41367875_41375513-chr6_41464533_41474350	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0.993709	0	0
chr6_41377749_41381511-chr6_41752786_41755426	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	-0.623488	13.9558	0
chr6_41387137_41400430-chr6_41532231_41533943	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	-0.322853	0.034965	0
chr6_41424360_41426671-chr6_41745686_41746527	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0.317256	0.159077	0
chr6_41429756_41430934-chr6_41752786_41755426	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.362385	13.9558	0
chr6_41453399_41456343-chr6_41533943_41539412	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.11973	0.034965	0
chr6_41453399_41456343-chr6_41666453_41676485	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0.30585	0.060985	0
chr6_41474350_41474826-chr6_41298532_41312432	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0.423504	0	0
chr6_41474350_41474826-chr6_41717192_41722609	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000171	0
chr6_41475625_41477033-chr6_41686758_41715710	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0.207266	0.060985	0
chr6_41495009_41500890-chr6_41464533_41474350	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0.0573263	0	0
chr6_41527018_41532231-chr6_41666453_41676485	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0.234891	0.060985	0
chr6_41540829_41541265-chr6_41686758_41715710	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	-0.154991	0.060985	0
chr6_41540829_41541265-chr6_41752786_41755426	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.023588	13.9558	0
chr6_41559381_41560114-chr6_41770803_41786200	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	-0.492562	0.277992	0
chr6_41577760_41578523-chr6_41533943_41539412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.132931	0.034965	0
chr6_41593143_41600180-chr6_41717192_41722609	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.957543	0.000171	0
chr6_41600180_41601543-chr6_41532231_41533943	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.034965	0
chr6_41600180_41601543-chr6_41533943_41539412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.132931	0.034965	0
chr6_41626997_41628346-chr6_41533943_41539412	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.003304	0.034965	0
chr6_41626997_41628346-chr6_41770803_41786200	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0.351714	0.277992	0
chr6_41628346_41632049-chr6_41746527_41752786	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.379043	0.159077	0
chr6_41640880_41647208-chr6_41752786_41755426	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	-0.678104	13.9558	0
chr6_41662178_41666453-chr6_41298532_41312432	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0.3964	0	0
chr6_41662178_41666453-chr6_41533943_41539412	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.11797	0.034965	0
chr6_41676485_41684309-chr6_41717192_41722609	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0.693209	0.000171	0
chr6_41723919_41725078-chr6_41533943_41539412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.132931	0.034965	0
chr6_41725078_41731371-chr6_41532231_41533943	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.143131	0.034965	0
chr6_41731447_41731638-chr6_41666453_41676485	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0.298029	0.060985	0
chr6_41757544_41758636-chr6_41745686_41746527	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.674145	0.159077	0
chr6_41758636_41760632-chr6_41752786_41755426	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.310079	13.9558	0
chr6_73830757_73835860-chr6_73927031_73938730	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2.04312e-17	0	0
chr6_73830757_73835860-chr6_74062967_74076046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr6_73830757_73835860-chr6_74099986_74112890	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	6.40799e-17	0.001148	0
chr6_73955774_73958859-chr6_74062967_74076046	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97141e-17	0	0
chr6_74039397_74041926-chr6_73927031_73938730	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.428955	0	0
chr6_74059296_74062967-chr6_74099986_74112890	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.166304	0.001148	0
chr6_74120165_74122020-chr6_74160392_74184826	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-1.75439e-16	0.627339	0
chr7_114106868_114108140-chr7_114552747_114563208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7_114722256_114723062-chr7_114552747_114563208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7_115836304_115837806-chr7_116434729_116454408	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	9.62297e-17	2.14096	0
chr7_115897799_115900072-chr7_116135055_116142203	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.508046	1.83133	0
chr7_115897799_115900072-chr7_116307511_116321259	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.517963	0.007665	0
chr7_115897799_115900072-chr7_116362796_116364755	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0.218309	0.007665	0
chr7_115958737_115962802-chr7_116500954_116503335	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_115971062_115971972-chr7_116754962_116765597	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.210792	0.899823	0
chr7_115988339_115994921-chr7_116434729_116454408	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.212403	2.14096	0
chr7_116020272_116020631-chr7_116812680_116815356	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.899823	0
chr7_116026196_116032562-chr7_115890993_115892266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.16444e-16	0.66252	0
chr7_116026196_116032562-chr7_116957165_116964911	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.37874e-16	7.1e-05	0
chr7_116056464_116064532-chr7_115847372_115857098	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0.598629	0.66252	0
chr7_116056464_116064532-chr7_116307511_116321259	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	-0.024675	0.007665	0
chr7_116056464_116064532-chr7_116362796_116364755	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.790256	0.007665	0
chr7_116056464_116064532-chr7_116754962_116765597	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	-0.402181	0.899823	0
chr7_116150554_116157107-chr7_115861595_115870968	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.217502	0.66252	0
chr7_116195910_116200735-chr7_115929516_115931284	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	1.83133	0
chr7_116200735_116201522-chr7_116500954_116503335	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_116232703_116234744-chr7_115861595_115870968	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.66252	0
chr7_116265093_116268297-chr7_116728195_116740907	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0.844521	0.899823	0
chr7_116300165_116302718-chr7_116135055_116142203	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.338721	1.83133	0
chr7_116302718_116304558-chr7_116135055_116142203	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.338721	1.83133	0
chr7_116302718_116304558-chr7_116651084_116657331	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-0.399105	0.899823	0
chr7_116329363_116339031-chr7_115861595_115870968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.66252	0
chr7_116340618_116347271-chr7_116754962_116765597	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.210792	0.899823	0
chr7_116366862_116367969-chr7_116604327_116608063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7_116372113_116372790-chr7_116362796_116364755	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.14555	0.007665	0
chr7_116404429_116414428-chr7_115929516_115931284	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.90759e-16	1.83133	0
chr7_116430464_116433150-chr7_116500954_116503335	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_116430464_116433150-chr7_116659879_116661783	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.205403	0.899823	0
chr7_116433150_116434729-chr7_116362796_116364755	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.14555	0.007665	0
chr7_116476326_116481047-chr7_116434729_116454408	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.298496	2.14096	0
chr7_116489442_116492712-chr7_116957165_116964911	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.1e-05	0
chr7_116506006_116511176-chr7_116434729_116454408	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	-0.356898	2.14096	0
chr7_116513073_116513981-chr7_116500954_116503335	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_116532782_116535085-chr7_116957165_116964911	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	7.1e-05	0
chr7_116558066_116559477-chr7_116500954_116503335	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_116568602_116574330-chr7_116307511_116321259	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.716834	0.007665	0
chr7_116619447_116625476-chr7_117511043_117514740	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	3.4e-05	0
chr7_116625476_116630972-chr7_116500954_116503335	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	-0.0841847	2.14096	0
chr7_116649468_116651024-chr7_116307511_116321259	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	-0.0928989	0.007665	0
chr7_116664731_116666753-chr7_117065049_117068137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.57253e-16	0	0
chr7_116664731_116666753-chr7_117114628_117119361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.18839e-16	9.8e-05	0
chr7_116676207_116677027-chr7_116849860_116864942	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	2.26302e-16	0.899823	0
chr7_116692054_116693495-chr7_116849860_116864942	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	2.26302e-16	0.899823	0
chr7_116692054_116693495-chr7_117065049_117068137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.57253e-16	0	0
chr7_116704793_116709227-chr7_117511043_117514740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.10872e-16	3.4e-05	0
chr7_116748134_116754654-chr7_115847372_115857098	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	2.48539e-16	0.66252	0
chr7_116748134_116754654-chr7_116500954_116503335	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-1.61233e-17	2.14096	0
chr7_116748134_116754654-chr7_116659879_116661783	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0.899823	0
chr7_116766876_116768235-chr7_116434729_116454408	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.891318	2.14096	0
chr7_116766876_116768235-chr7_116849860_116864942	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0.614457	0.899823	0
chr7_116795440_116795983-chr7_117119361_117120895	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	9.8e-05	0
chr7_116839074_116841286-chr7_116754962_116765597	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.26946	0.899823	0
chr7_116848509_116848642-chr7_116651084_116657331	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0.170918	0.899823	0
chr7_116891553_116894301-chr7_116754962_116765597	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.210792	0.899823	0
chr7_116924848_116928553-chr7_117119361_117120895	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9.8e-05	0
chr7_116929523_116931821-chr7_116651084_116657331	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-0.399105	0.899823	0
chr7_117018624_117024206-chr7_116500954_116503335	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.247906	2.14096	0
chr7_117094391_117099201-chr7_116651084_116657331	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0.492006	0.899823	0
chr7_117094391_117099201-chr7_116957165_116964911	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	7.1e-05	0
chr7_117094391_117099201-chr7_117114628_117119361	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	9.8e-05	0
chr7_117099201_117100244-chr7_117119361_117120895	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	9.8e-05	0
chr7_117120895_117125676-chr7_116812680_116815356	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.899823	0
chr7_117233275_117237161-chr7_116812680_116815356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.95248e-17	0.899823	0
chr7_117341506_117356953-chr7_117065049_117068137	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.166655	0	0
chr7_117371344_117373403-chr7_116500954_116503335	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.366602	2.14096	0
chr7_117373403_117375287-chr7_116651084_116657331	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-0.399105	0.899823	0
chr7_117379114_117383265-chr7_116728195_116740907	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0.18957	0.899823	0
chr7_117472637_117491176-chr7_117114628_117119361	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9.8e-05	0
chr7_117569455_117577236-chr7_116728195_116740907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0.18957	0.899823	0
chr7_126247106_126252532-chr7_127225864_127233104	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0.0432067	2.58937	0
chr7_126366539_126370331-chr7_126890676_126899918	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	-0	0.000457	0
chr7_126671620_126678600-chr7_127031401_127034711	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1.57898e-17	0.459883	0
chr7_126708728_126713516-chr7_127009457_127018926	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0.167775	0.459883	0
chr7_126972292_126975694-chr7_127225864_127233104	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-0.0299713	2.58937	0
chr7_126977113_126977428-chr7_126890676_126899918	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.218572	0.000457	0
chr7_126977113_126977428-chr7_127221502_127225864	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.368479	0.146776	0
chr7_126977428_126980014-chr7_127031401_127034711	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0.365061	0.459883	0
chr7_126980014_126980193-chr7_127225864_127233104	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-0.0299713	2.58937	0
chr7_127006123_127009457-chr7_127233104_127239235	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	-0.38562	0.146776	0
chr7_127055199_127061114-chr7_127221502_127225864	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.368479	0.146776	0
chr7_127097743_127103438-chr7_127233104_127239235	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.509658	0.146776	0
chr7_127108225_127114477-chr7_127009457_127018926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0.167775	0.459883	0
chr7_127154626_127158049-chr7_127233104_127239235	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.806905	0.146776	0
chr7_127239235_127241503-chr7_126890676_126899918	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.218572	0.000457	0
chr7_127239235_127241503-chr7_127225864_127233104	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	-0.0299713	2.58937	0
chr7_27015310_27017279-chr7_27130634_27137201	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.870109	0.015544	0
chr7_27104139_27104580-chr7_27137201_27143270	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.015544	0
chr7_27104139_27104580-chr7_27195105_27196594	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr7_27104139_27104580-chr7_27282073_27287306	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.912396	0	0
chr7_27247630_27254455-chr7_27158219_27162022	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0.518489	0.002643	0
chr7_27258099_27258246-chr7_27238414_27242313	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.93366	0	0
chr7_27303622_27304508-chr7_27195105_27196594	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr7_27333080_27339426-chr7_27143270_27156413	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.939205	0.002643	0
chr7_27339426_27339767-chr7_27165488_27167947	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.002643	0
chr7_27350113_27351346-chr7_27169430_27171025	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.000156	0
chr7_27350113_27351346-chr7_27195105_27196594	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr7_27391655_27393164-chr7_27158219_27162022	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.002643	0
chr7_89924399_89928454-chr7_89872994_89880556	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0.005931	0.020043	0
chr7_89924399_89928454-chr7_89966296_89970388	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.65694e-16	0.590846	0
chr7_89948911_89952323-chr7_90224881_90229046	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	-0.0191004	0.044439	0
chr7_89952323_89954895-chr7_89975562_89981754	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.415965	0.590846	0
chr7_89958729_89961353-chr7_89975562_89981754	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.415965	0.590846	0
chr7_90229046_90230411-chr7_89966296_89970388	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32754e-17	0.590846	0
chr7_90230411_90232278-chr7_89872994_89880556	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	-0.300755	0.020043	0
chr7_90232278_90232371-chr7_90033390_90038912	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.285683	0.857132	0
chr7_90232371_90234956-chr7_89975562_89981754	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	-0.415965	0.590846	0
